theta1,theta2,theta3,theta4,x,y,z,qx,qy,qz,qw,roll,pitch,yaw
-0.994,0.427,0.481,-1.282,0.169,-0.22,0.135,-0.087,-0.169,-0.449,0.873,3.141,2.759,2.192
-0.946,0.416,0.452,-1.255,0.175,-0.217,0.137,-0.086,-0.172,-0.438,0.878,3.141,2.755,2.216
-0.917,0.412,0.436,-1.239,0.18,-0.214,0.14,-0.085,-0.175,-0.428,0.883,3.141,2.75,2.239
-0.898,0.408,0.428,-1.232,0.186,-0.21,0.142,-0.084,-0.178,-0.417,0.887,3.141,2.745,2.263
-0.88,0.408,0.42,-1.225,0.191,-0.207,0.144,-0.083,-0.181,-0.407,0.892,3.141,2.741,2.286
-0.851,0.4,0.403,-1.208,0.197,-0.203,0.146,-0.081,-0.184,-0.396,0.896,3.141,2.737,2.309
-0.832,0.4,0.395,-1.201,0.202,-0.199,0.149,-0.08,-0.187,-0.384,0.9,3.141,2.732,2.335
-0.807,0.396,0.382,-1.189,0.213,-0.19,0.153,-0.077,-0.194,-0.361,0.909,3.142,2.721,2.385
-0.757,0.388,0.356,-1.164,0.219,-0.186,0.156,-0.075,-0.197,-0.35,0.913,3.141,2.717,2.409
-0.727,0.379,0.337,-1.146,0.224,-0.181,0.158,-0.074,-0.2,-0.338,0.917,3.141,2.712,2.435
-0.706,0.379,0.329,-1.138,0.234,-0.17,0.164,-0.07,-0.207,-0.313,0.924,3.141,2.701,2.488
-0.658,0.366,0.296,-1.107,0.239,-0.165,0.166,-0.068,-0.21,-0.301,0.928,3.141,2.697,2.514
-0.622,0.362,0.282,-1.094,0.244,-0.159,0.169,-0.066,-0.213,-0.288,0.931,3.141,2.692,2.542
-0.595,0.357,0.268,-1.08,0.249,-0.153,0.172,-0.064,-0.217,-0.275,0.934,3.141,2.685,2.569
-0.573,0.357,0.259,-1.072,0.253,-0.146,0.175,-0.062,-0.22,-0.262,0.937,3.141,2.68,2.597
-0.546,0.352,0.244,-1.058,0.257,-0.14,0.178,-0.059,-0.223,-0.249,0.94,3.141,2.676,2.624
-0.519,0.348,0.23,-1.044,0.266,-0.127,0.183,-0.054,-0.23,-0.223,0.946,3.141,2.665,2.678
-0.466,0.339,0.2,-1.017,0.269,-0.12,0.186,-0.052,-0.233,-0.21,0.948,3.141,2.659,2.706
-0.435,0.334,0.186,-1.002,0.273,-0.112,0.19,-0.049,-0.237,-0.196,0.95,3.141,2.653,2.735
-0.407,0.329,0.171,-0.988,0.276,-0.105,0.193,-0.046,-0.24,-0.182,0.952,3.141,2.648,2.764
-0.378,0.325,0.156,-0.974,0.279,-0.098,0.196,-0.043,-0.243,-0.169,0.954,3.141,2.643,2.791
-0.35,0.32,0.141,-0.96,0.285,-0.082,0.202,-0.037,-0.25,-0.141,0.957,3.141,2.631,2.849
-0.302,0.31,0.11,-0.931,0.287,-0.074,0.205,-0.034,-0.253,-0.127,0.958,3.141,2.625,2.878
-0.259,0.301,0.09,-0.912,0.289,-0.066,0.208,-0.03,-0.256,-0.113,0.96,3.141,2.62,2.907
-0.23,0.296,0.075,-0.897,0.291,-0.058,0.212,-0.027,-0.259,-0.099,0.96,3.141,2.614,2.936
-0.205,0.296,0.064,-0.888,0.293,-0.05,0.215,-0.023,-0.262,-0.085,0.961,3.141,2.609,2.965
-0.167,0.286,0.039,-0.863,0.294,-0.042,0.218,-0.02,-0.265,-0.071,0.961,3.141,2.603,2.994
-0.147,0.286,0.034,-0.858,0.295,-0.033,0.222,-0.016,-0.268,-0.057,0.961,3.141,2.598,3.023
-0.118,0.281,0.018,-0.844,0.296,-0.017,0.228,-0.008,-0.274,-0.028,0.961,3.142,2.586,3.083
-0.074,0.271,-0.013,-0.814,0.296,-0.008,0.232,-0.004,-0.277,-0.014,0.961,3.142,2.58,3.112
-0.025,0.262,-0.033,-0.795,0.295,0.008,0.238,0.004,-0.283,0.014,0.959,0,0.574,0.029
0.023,0.252,-0.064,-0.765,0.294,0.017,0.242,0.008,-0.285,0.028,0.958,0.001,0.578,0.059
0.064,0.247,-0.08,-0.751,0.292,0.033,0.248,0.017,-0.29,0.056,0.955,0,0.59,0.117
0.116,0.237,-0.111,-0.721,0.29,0.041,0.252,0.022,-0.293,0.07,0.953,0.001,0.597,0.146
0.152,0.232,-0.126,-0.707,0.288,0.049,0.255,0.026,-0.295,0.084,0.951,0,0.602,0.176
0.181,0.227,-0.142,-0.692,0.285,0.057,0.258,0.031,-0.298,0.098,0.949,0.001,0.609,0.206
0.21,0.223,-0.157,-0.678,0.283,0.065,0.262,0.035,-0.3,0.112,0.947,0.001,0.613,0.236
0.234,0.222,-0.168,-0.668,0.28,0.072,0.265,0.04,-0.302,0.125,0.944,0,0.619,0.263
0.268,0.213,-0.188,-0.648,0.277,0.08,0.268,0.045,-0.304,0.139,0.942,0,0.624,0.293
0.292,0.213,-0.198,-0.639,0.27,0.094,0.275,0.054,-0.308,0.165,0.935,0.001,0.636,0.35
0.34,0.198,-0.234,-0.605,0.266,0.101,0.278,0.059,-0.309,0.178,0.932,0,0.64,0.377
0.388,0.194,-0.253,-0.586,0.262,0.108,0.281,0.064,-0.311,0.192,0.929,0.001,0.646,0.408
0.407,0.194,-0.259,-0.582,0.258,0.114,0.285,0.069,-0.313,0.204,0.925,0,0.653,0.434
0.435,0.189,-0.274,-0.568,0.254,0.121,0.288,0.074,-0.314,0.217,0.921,0,0.657,0.463
0.468,0.18,-0.293,-0.549,0.244,0.133,0.294,0.084,-0.317,0.242,0.913,0,0.668,0.518
0.516,0.171,-0.323,-0.521,0.24,0.138,0.297,0.089,-0.318,0.254,0.909,0,0.673,0.545
0.546,0.171,-0.332,-0.512,0.235,0.144,0.3,0.094,-0.319,0.267,0.904,0.001,0.678,0.575
0.573,0.166,-0.347,-0.498,0.229,0.149,0.303,0.099,-0.321,0.279,0.9,0.001,0.685,0.602
0.605,0.157,-0.366,-0.48,0.219,0.158,0.309,0.109,-0.322,0.302,0.891,0,0.693,0.654
0.653,0.153,-0.389,-0.458,0.213,0.163,0.312,0.114,-0.323,0.313,0.886,0,0.699,0.679
0.68,0.148,-0.403,-0.445,0.208,0.167,0.315,0.119,-0.324,0.324,0.881,0,0.705,0.705
0.706,0.144,-0.417,-0.432,0.202,0.171,0.318,0.124,-0.325,0.335,0.876,0.001,0.71,0.731
0.736,0.135,-0.435,-0.414,0.191,0.178,0.323,0.134,-0.326,0.357,0.865,0.001,0.72,0.783
0.794,0.127,-0.467,-0.384,0.186,0.181,0.326,0.139,-0.326,0.367,0.86,0,0.725,0.807
0.807,0.127,-0.47,-0.381,0.18,0.184,0.328,0.144,-0.326,0.377,0.855,0.001,0.729,0.83
0.832,0.123,-0.483,-0.369,0.175,0.187,0.331,0.149,-0.326,0.387,0.849,0.001,0.734,0.855
0.861,0.115,-0.501,-0.352,0.169,0.19,0.333,0.154,-0.327,0.397,0.844,0,0.739,0.879
0.884,0.111,-0.513,-0.34,0.163,0.192,0.336,0.158,-0.327,0.407,0.838,0.002,0.743,0.905
0.908,0.106,-0.526,-0.329,0.152,0.196,0.34,0.168,-0.327,0.425,0.827,0,0.753,0.949
0.949,0.103,-0.545,-0.31,0.147,0.198,0.343,0.172,-0.327,0.434,0.822,0.001,0.757,0.972
0.977,0.096,-0.562,-0.294,0.142,0.199,0.345,0.177,-0.326,0.443,0.816,0,0.76,0.995
0.999,0.092,-0.574,-0.283,0.136,0.201,0.347,0.182,-0.326,0.451,0.811,0.002,0.765,1.014
1.02,0.089,-0.585,-0.272,0.131,0.202,0.349,0.186,-0.326,0.459,0.805,0,0.77,1.036
1.042,0.085,-0.596,-0.262,0.126,0.203,0.351,0.19,-0.326,0.467,0.8,0.001,0.774,1.057
1.063,0.082,-0.607,-0.251,0.121,0.204,0.353,0.195,-0.325,0.475,0.794,0.001,0.778,1.078
1.083,0.077,-0.618,-0.241,0.112,0.205,0.357,0.203,-0.324,0.49,0.783,0.001,0.785,1.118
1.123,0.072,-0.639,-0.221,0.107,0.205,0.359,0.207,-0.324,0.497,0.778,0,0.789,1.137
1.143,0.069,-0.65,-0.211,0.102,0.206,0.361,0.211,-0.323,0.504,0.772,0,0.793,1.157
1.162,0.066,-0.66,-0.202,0.098,0.206,0.363,0.215,-0.323,0.511,0.767,0,0.797,1.176
1.175,0.066,-0.665,-0.197,0.094,0.206,0.364,0.219,-0.322,0.518,0.762,0,0.8,1.194
1.198,0.06,-0.679,-0.184,0.089,0.206,0.366,0.222,-0.321,0.524,0.757,0,0.802,1.211
1.211,0.06,-0.683,-0.18,0.081,0.205,0.369,0.23,-0.32,0.536,0.747,0.001,0.81,1.244
1.245,0.054,-0.701,-0.163,0.078,0.205,0.37,0.233,-0.319,0.542,0.742,0,0.812,1.262
1.266,0.049,-0.715,-0.15,0.074,0.205,0.372,0.237,-0.319,0.547,0.737,0.001,0.817,1.277
1.282,0.046,-0.723,-0.142,0.07,0.204,0.373,0.24,-0.318,0.552,0.732,0,0.82,1.292
1.293,0.046,-0.727,-0.139,0.067,0.204,0.375,0.243,-0.317,0.558,0.728,0,0.821,1.308
1.312,0.041,-0.739,-0.126,0.064,0.203,0.376,0.246,-0.316,0.563,0.723,0,0.824,1.323
1.322,0.041,-0.742,-0.124,0.064,0.203,0.376,0.246,-0.316,0.563,0.723,0,0.824,1.323
1.35,0.037,-0.757,-0.11,0.057,0.202,0.378,0.252,-0.315,0.572,0.714,0.001,0.831,1.351
1.35,0.037,-0.757,-0.11,0.052,0.201,0.381,0.258,-0.313,0.58,0.706,0.002,0.836,1.375
1.381,0.03,-0.775,-0.092,0.049,0.2,0.382,0.26,-0.313,0.584,0.702,0.001,0.838,1.388
1.393,0.028,-0.782,-0.086,0.046,0.199,0.383,0.263,-0.312,0.588,0.698,0,0.841,1.4
1.405,0.026,-0.788,-0.08,0.044,0.198,0.384,0.265,-0.311,0.592,0.695,0,0.842,1.411
1.416,0.025,-0.794,-0.075,0.042,0.198,0.384,0.267,-0.31,0.595,0.691,0,0.844,1.422
1.427,0.023,-0.8,-0.069,0.039,0.197,0.385,0.27,-0.31,0.599,0.688,0,0.847,1.433
1.433,0.023,-0.801,-0.069,0.037,0.196,0.386,0.272,-0.309,0.602,0.684,0,0.849,1.443
1.448,0.02,-0.811,-0.059,0.035,0.195,0.387,0.274,-0.308,0.605,0.681,0.001,0.85,1.452
1.452,0.02,-0.811,-0.059,0.032,0.194,0.388,0.278,-0.307,0.611,0.675,0,0.854,1.471
1.47,0.017,-0.82,-0.05,0.03,0.193,0.389,0.279,-0.306,0.613,0.672,0,0.854,1.479
1.479,0.015,-0.825,-0.046,0.028,0.193,0.39,0.281,-0.306,0.616,0.67,0.001,0.856,1.487
1.491,0.013,-0.833,-0.038,0.027,0.192,0.39,0.283,-0.305,0.618,0.667,0.001,0.858,1.494
1.494,0.013,-0.833,-0.038,0.024,0.191,0.391,0.286,-0.304,0.622,0.663,0.002,0.861,1.506
1.508,0.01,-0.84,-0.031,0.024,0.191,0.391,0.286,-0.304,0.622,0.663,0.002,0.861,1.506
1.508,0.01,-0.84,-0.031,0.023,0.19,0.392,0.287,-0.304,0.624,0.66,0.001,0.863,1.515
1.519,0.008,-0.843,-0.028,0.022,0.19,0.392,0.288,-0.303,0.626,0.658,0.001,0.863,1.521
1.524,0.008,-0.846,-0.025,0.02,0.189,0.393,0.29,-0.302,0.629,0.655,0,0.864,1.53
1.535,0.006,-0.854,-0.018,0.019,0.188,0.393,0.291,-0.302,0.63,0.653,0.001,0.866,1.535
1.539,0.005,-0.857,-0.015,0.018,0.188,0.394,0.292,-0.302,0.631,0.652,0.001,0.867,1.538
1.543,0.004,-0.859,-0.013,0.017,0.187,0.394,0.293,-0.301,0.633,0.65,0,0.867,1.544
1.547,0.004,-0.861,-0.012,0.016,0.187,0.394,0.294,-0.301,0.634,0.649,0,0.868,1.547
1.547,0.004,-0.861,-0.012,0.016,0.187,0.395,0.295,-0.301,0.635,0.648,0,0.87,1.55
1.553,0.003,-0.864,-0.008,0.015,0.186,0.395,0.295,-0.301,0.636,0.647,0.002,0.87,1.554
1.558,0.002,-0.867,-0.006,0.014,0.186,0.395,0.296,-0.3,0.637,0.645,0.001,0.87,1.559
1.558,0.002,-0.867,-0.006,0.014,0.186,0.395,0.297,-0.3,0.638,0.644,0,0.872,1.562
1.56,0.002,-0.868,-0.005,0.014,0.185,0.395,0.297,-0.3,0.638,0.644,0,0.872,1.562
1.564,0.001,-0.869,-0.004,0.013,0.185,0.396,0.298,-0.3,0.639,0.643,0,0.873,1.565
1.565,0.001,-0.87,-0.002,0.013,0.185,0.396,0.298,-0.299,0.639,0.643,0.002,0.872,1.564
1.565,0.001,-0.87,-0.002,0.013,0.185,0.396,0.298,-0.299,0.64,0.642,0,0.872,1.568
1.567,0,-0.872,-0.001,0.013,0.185,0.396,0.298,-0.299,0.64,0.642,0,0.872,1.568
1.567,0,-0.872,-0.001,0.012,0.185,0.396,0.299,-0.299,0.64,0.642,0.002,0.873,1.567
1.569,0,-0.873,0,0.012,0.185,0.396,0.299,-0.299,0.64,0.641,0.001,0.874,1.569
1.569,0,-0.873,0,0.012,0.185,0.396,0.299,-0.299,0.64,0.641,0.001,0.874,1.569
1.57,0,-0.873,0,0.012,0.185,0.396,0.299,-0.299,0.64,0.641,0.001,0.874,1.569
1.57,0,-0.873,0,0.012,0.185,0.396,0.299,-0.299,0.641,0.641,0,0.873,1.571
1.57,0,-0.873,0,0.012,0.185,0.396,0.299,-0.299,0.641,0.641,0,0.873,1.571
