theta1,theta2,theta3,theta4,x,y,z,qx,qy,qz,qw,roll,pitch,yaw
-0.523,0.002,-0.868,-0.005,0.173,-0.093,0.395,-0.109,-0.408,-0.234,0.876,3.142,2.27,2.62
-0.523,0.001,-0.869,-0.004,0.173,-0.093,0.395,-0.109,-0.408,-0.234,0.876,3.142,2.27,2.62
-0.523,0.001,-0.87,-0.002,0.172,-0.092,0.396,-0.109,-0.408,-0.234,0.876,3.142,2.27,2.62
-0.523,0.001,-0.871,-0.002,0.172,-0.092,0.396,-0.109,-0.408,-0.234,0.876,3.142,2.27,2.62
-0.523,0,-0.872,-0.001,0.172,-0.092,0.396,-0.109,-0.408,-0.234,0.876,3.142,2.27,2.62
-0.523,0,-0.872,-0.001,0.172,-0.092,0.396,-0.109,-0.408,-0.234,0.876,3.142,2.27,2.62
-0.523,0,-0.872,-0.001,0.172,-0.092,0.396,-0.109,-0.408,-0.234,0.875,3.141,2.269,2.619
-0.523,0,-0.873,0,0.172,-0.092,0.396,-0.109,-0.408,-0.234,0.875,3.141,2.269,2.619
-0.523,0,-0.873,0,0.172,-0.092,0.396,-0.109,-0.408,-0.234,0.875,3.141,2.269,2.619
-0.523,0,-0.873,0,0.172,-0.092,0.396,-0.109,-0.408,-0.234,0.875,3.141,2.269,2.619
-0.523,0,-0.873,0,0.172,-0.092,0.396,-0.109,-0.408,-0.234,0.875,3.141,2.269,2.619
-0.523,0,-0.873,0,0.172,-0.092,0.396,-0.109,-0.408,-0.234,0.875,3.141,2.269,2.619
-0.523,0,-0.873,0,0.172,-0.092,0.396,-0.109,-0.408,-0.234,0.875,3.141,2.269,2.619
0,0.523,0.785,-1.57,0.251,0,0.088,0,-0.131,0,0.991,0,0.263,0
0,0.523,0.785,-1.57,0.251,0,0.088,0,-0.131,0,0.991,0,0.263,0
0,0.523,0.785,-1.57,0.251,0,0.088,0,-0.131,0,0.991,0,0.263,0
0,0.523,0.785,-1.57,0.251,0,0.088,0,-0.131,0,0.991,0,0.263,0
0,0.523,0.785,-1.57,0.251,0,0.088,0,-0.131,0,0.991,0,0.263,0
0,0.523,0.785,-1.57,0.251,0,0.088,0,-0.131,0,0.991,0,0.263,0
0,0.523,0.785,-1.57,0.251,0,0.088,0,-0.131,0,0.991,0,0.263,0
0,0.523,0.784,-1.569,0.251,0,0.088,0,-0.131,0,0.991,0,0.263,0
0,0.523,0.784,-1.569,0.251,0,0.088,0,-0.131,0,0.991,0,0.263,0
0,0.523,0.784,-1.569,0.251,0,0.088,0,-0.131,0,0.991,0,0.263,0
0,0.522,0.783,-1.568,0.251,0,0.089,0,-0.131,0,0.991,0,0.263,0
0,0.522,0.782,-1.568,0.251,0,0.089,0,-0.131,0,0.991,0,0.263,0
0,0.522,0.782,-1.567,0.251,0,0.089,0,-0.131,0,0.991,0,0.263,0
0,0.521,0.78,-1.565,0.251,0,0.089,0,-0.132,0,0.991,0,0.265,0
0,0.521,0.779,-1.564,0.251,0,0.089,0,-0.132,0,0.991,0,0.265,0
0,0.521,0.777,-1.563,0.251,0,0.089,0,-0.132,0,0.991,0,0.265,0
0,0.52,0.776,-1.562,0.252,0,0.089,0,-0.132,0,0.991,0,0.265,0
0,0.52,0.774,-1.56,0.252,0,0.09,0,-0.133,0,0.991,0,0.267,0
0,0.519,0.773,-1.558,0.252,0,0.09,0,-0.133,0,0.991,0,0.267,0
0,0.519,0.771,-1.557,0.252,0,0.09,0,-0.133,0,0.991,0,0.267,0
0,0.518,0.769,-1.555,0.252,0,0.09,0,-0.134,0,0.991,0,0.269,0
0,0.517,0.766,-1.552,0.253,0,0.09,0,-0.134,0,0.991,0,0.269,0
0,0.516,0.764,-1.55,0.253,0,0.091,0,-0.134,0,0.991,0,0.269,0
0,0.516,0.761,-1.548,0.253,0,0.091,0,-0.135,0,0.991,0,0.271,0
0,0.514,0.755,-1.542,0.254,0,0.092,0,-0.136,0,0.991,0,0.273,0
0,0.513,0.752,-1.539,0.254,0,0.092,0,-0.137,0,0.991,0,0.275,0
0,0.512,0.749,-1.535,0.255,0,0.093,0,-0.137,0,0.991,0,0.275,0
0,0.51,0.745,-1.532,0.255,0,0.093,0,-0.138,0,0.99,0,0.277,0
0,0.509,0.741,-1.528,0.256,0,0.094,0,-0.139,0,0.99,0,0.279,0
0,0.508,0.737,-1.524,0.256,0,0.094,0,-0.139,0,0.99,0,0.279,0
0,0.506,0.732,-1.52,0.257,0,0.095,0,-0.14,0,0.99,0,0.281,0
0,0.505,0.728,-1.516,0.257,0,0.095,0,-0.141,0,0.99,0,0.283,0
0,0.503,0.723,-1.511,0.258,0,0.096,0,-0.142,0,0.99,0,0.285,0
0,0.5,0.713,-1.501,0.259,0,0.098,0,-0.145,0,0.989,0,0.291,0
0,0.498,0.707,-1.496,0.259,0,0.098,0,-0.145,0,0.989,0,0.291,0
0,0.497,0.701,-1.491,0.26,0,0.099,0,-0.146,0,0.989,0,0.293,0
0,0.495,0.695,-1.485,0.261,0,0.099,0,-0.147,0,0.989,0,0.295,0
0,0.493,0.689,-1.479,0.261,0,0.1,0,-0.148,0,0.989,0,0.297,0
0,0.491,0.682,-1.473,0.262,0,0.101,0,-0.149,0,0.989,0,0.299,0
0,0.486,0.669,-1.46,0.263,0,0.102,0,-0.151,0,0.989,0,0.303,0
0,0.484,0.662,-1.453,0.264,0,0.104,0,-0.153,0,0.988,0,0.307,0
0,0.482,0.654,-1.446,0.265,0,0.105,0,-0.154,0,0.988,0,0.309,0
0,0.479,0.646,-1.439,0.266,0,0.106,0,-0.156,0,0.988,0,0.313,0
0,0.477,0.639,-1.431,0.267,0,0.108,0,-0.159,0,0.987,0,0.319,0
0,0.474,0.63,-1.424,0.267,0,0.108,0,-0.159,0,0.987,0,0.319,0
0,0.472,0.622,-1.416,0.268,0,0.109,0,-0.16,0,0.987,0,0.321,0
0,0.469,0.613,-1.407,0.269,0,0.111,0,-0.162,0,0.987,0,0.325,0
0,0.466,0.605,-1.399,0.27,0,0.112,0,-0.164,0,0.987,0,0.329,0
0,0.46,0.586,-1.382,0.271,0,0.115,0,-0.167,0,0.986,0,0.336,0
0,0.457,0.577,-1.373,0.272,0,0.116,0,-0.169,0,0.986,0,0.34,0
0,0.454,0.567,-1.363,0.273,0,0.118,0,-0.17,0,0.985,0,0.342,0
0,0.451,0.557,-1.354,0.274,0,0.119,0,-0.172,0,0.985,0,0.346,0
0,0.448,0.547,-1.344,0.275,0,0.121,0,-0.174,0,0.985,0,0.35,0
0,0.445,0.536,-1.334,0.276,0,0.122,0,-0.176,0,0.984,0,0.354,0
0,0.441,0.525,-1.324,0.277,0,0.124,0,-0.178,0,0.984,0,0.358,0
0,0.438,0.515,-1.314,0.278,0,0.126,0,-0.18,0,0.984,0,0.362,0
0,0.434,0.504,-1.303,0.279,0,0.128,0,-0.182,0,0.983,0,0.366,0
0,0.427,0.481,-1.282,0.28,0,0.131,0,-0.186,0,0.983,0,0.374,0
0,0.423,0.469,-1.271,0.281,0,0.133,0,-0.188,0,0.982,0,0.378,0
0,0.42,0.457,-1.26,0.282,0,0.135,0,-0.19,0,0.982,0,0.382,0
0,0.416,0.445,-1.248,0.283,0,0.137,0,-0.192,0,0.981,0,0.387,0
0,0.412,0.433,-1.237,0.284,0,0.14,0,-0.195,0,0.981,0,0.392,0
0,0.408,0.42,-1.225,0.285,0,0.142,0,-0.197,0,0.98,0,0.397,0
0,0.404,0.408,-1.213,0.286,0,0.144,0,-0.199,0,0.98,0,0.401,0
0,0.4,0.395,-1.201,0.287,0,0.146,0,-0.201,0,0.979,0,0.405,0
0,0.396,0.382,-1.189,0.287,0,0.149,0,-0.204,0,0.979,0,0.411,0
0,0.388,0.356,-1.164,0.289,0,0.153,0,-0.209,0,0.978,0,0.421,0
0,0.383,0.342,-1.151,0.29,0,0.156,0,-0.211,0,0.977,0,0.425,0
0,0.379,0.329,-1.138,0.29,0,0.158,0,-0.213,0,0.977,0,0.429,0
0,0.375,0.315,-1.125,0.291,0,0.161,0,-0.216,0,0.976,0,0.436,0
0,0.37,0.301,-1.112,0.292,0,0.164,0,-0.218,0,0.976,0,0.44,0
0,0.366,0.287,-1.099,0.292,0,0.166,0,-0.221,0,0.975,0,0.446,0
0,0.357,0.259,-1.072,0.294,0,0.172,0,-0.226,0,0.974,0,0.456,0
0,0.352,0.244,-1.058,0.294,0,0.175,0,-0.229,0,0.974,0,0.462,0
0,0.348,0.23,-1.044,0.295,0,0.178,0,-0.231,0,0.973,0,0.466,0
0,0.343,0.215,-1.03,0.295,0,0.181,0,-0.234,0,0.972,0,0.472,0
0,0.339,0.2,-1.017,0.295,0,0.183,0,-0.236,0,0.972,0,0.476,0
0,0.329,0.171,-0.988,0.296,0,0.19,0,-0.242,0,0.97,0,0.489,0
0,0.325,0.156,-0.974,0.296,0,0.193,0,-0.244,0,0.97,0,0.493,0
0,0.32,0.141,-0.96,0.297,0,0.196,0,-0.247,0,0.969,0,0.499,0
0,0.315,0.126,-0.946,0.297,0,0.199,0,-0.25,0,0.968,0,0.505,0
0,0.31,0.11,-0.931,0.297,0,0.202,0,-0.253,0,0.968,0,0.511,0
0,0.305,0.095,-0.917,0.297,0,0.205,0,-0.255,0,0.967,0,0.516,0
0,0.301,0.08,-0.902,0.297,0,0.208,0,-0.258,0,0.966,0,0.522,0
0,0.296,0.064,-0.888,0.297,0,0.212,0,-0.261,0,0.965,0,0.528,0
0,0.286,0.034,-0.858,0.297,0,0.218,0,-0.266,0,0.964,0,0.538,0
0,0.281,0.018,-0.844,0.297,0,0.222,0,-0.269,0,0.963,0,0.545,0
0,0.276,0.003,-0.829,0.297,0,0.225,0,-0.272,0,0.962,0,0.551,0
0,0.271,-0.013,-0.814,0.296,0,0.228,0,-0.274,0,0.962,0,0.555,0
0,0.266,-0.028,-0.8,0.296,0,0.232,0,-0.277,0,0.961,0,0.561,0
0,0.262,-0.044,-0.785,0.296,0,0.235,0,-0.28,0,0.96,0,0.568,0
0,0.257,-0.06,-0.77,0.294,0,0.245,0,-0.288,0,0.958,0,0.584,0
0,0.247,-0.084,-0.746,0.294,0,0.245,0,-0.288,0,0.958,0,0.584,0
0,0.242,-0.106,-0.726,0.293,0,0.248,0,-0.291,0,0.957,0,0.59,0
0,0.237,-0.122,-0.712,0.293,0,0.252,0,-0.294,0,0.956,0,0.597,0
0,0.232,-0.137,-0.697,0.292,0,0.255,0,-0.296,0,0.955,0,0.601,0
0,0.227,-0.152,-0.682,0.291,0,0.258,0,-0.299,0,0.954,0,0.607,0
0,0.222,-0.168,-0.668,0.291,0,0.262,0,-0.302,0,0.953,0,0.614,0
0,0.218,-0.183,-0.653,0.29,0,0.265,0,-0.304,0,0.953,0,0.618,0
0,0.213,-0.198,-0.639,0.289,0,0.268,0,-0.307,0,0.952,0,0.624,0
0,0.208,-0.214,-0.624,0.288,0,0.272,0,-0.31,0,0.951,0,0.63,0
0,0.198,-0.244,-0.624,0.286,0,0.278,0,-0.315,0,0.949,0,0.641,0
0,0.198,-0.244,-0.596,0.286,0,0.278,0,-0.315,0,0.949,0,0.641,0
0,0.189,-0.274,-0.568,0.283,0,0.285,0,-0.32,0,0.947,0,0.652,0
0,0.184,-0.288,-0.553,0.282,0,0.288,0,-0.323,0,0.946,0,0.658,0
0,0.18,-0.303,-0.54,0.281,0,0.291,0,-0.325,0,0.946,0,0.662,0
0,0.175,-0.318,-0.526,0.28,0,0.294,0,-0.328,0,0.945,0,0.668,0
0,0.171,-0.332,-0.512,0.278,0,0.297,0,-0.331,0,0.944,0,0.674,0
0,0.166,-0.347,-0.498,0.277,0,0.3,0,-0.333,0,0.943,0,0.679,0
0,0.162,-0.361,-0.485,0.275,0,0.303,0,-0.336,0,0.942,0,0.685,0
0,0.153,-0.389,-0.458,0.273,0,0.309,0,-0.34,0,0.94,0,0.694,0
0,0.148,-0.403,-0.445,0.271,0,0.312,0,-0.343,0,0.939,0,0.7,0
0,0.144,-0.417,-0.432,0.27,0,0.315,0,-0.345,0,0.939,0,0.704,0
0,0.14,-0.43,-0.419,0.268,0,0.318,0,-0.348,0,0.938,0,0.711,0
0,0.135,-0.444,-0.406,0.266,0,0.32,0,-0.35,0,0.937,0,0.715,0
0,0.131,-0.457,-0.394,0.263,0,0.326,0,-0.354,0,0.935,0,0.724,0
0,0.127,-0.47,-0.381,0.263,0,0.326,0,-0.354,0,0.935,0,0.724,0
0,0.123,-0.483,-0.369,0.262,0,0.328,0,-0.357,0,0.934,0,0.73,0
0,0.115,-0.508,-0.345,0.258,0,0.333,0,-0.361,0,0.933,0,0.738,0
0,0.111,-0.521,-0.333,0.257,0,0.336,0,-0.363,0,0.932,0,0.743,0
0,0.107,-0.533,-0.322,0.255,0,0.338,0,-0.365,0,0.931,0,0.747,0
0,0.103,-0.545,-0.31,0.253,0,0.34,0,-0.367,0,0.93,0,0.752,0
0,0.1,-0.557,-0.299,0.251,0,0.343,0,-0.369,0,0.929,0,0.756,0
0,0.092,-0.58,-0.277,0.248,0,0.347,0,-0.373,0,0.928,0,0.764,0
0,0.089,-0.592,-0.267,0.246,0,0.349,0,-0.375,0,0.927,0,0.769,0
0,0.085,-0.603,-0.256,0.245,0,0.351,0,-0.377,0,0.926,0,0.773,0
0,0.082,-0.613,-0.246,0.243,0,0.353,0,-0.379,0,0.925,0,0.778,0
0,0.079,-0.624,-0.236,0.241,0,0.355,0,-0.381,0,0.925,0,0.781,0
0,0.075,-0.635,-0.226,0.24,0,0.357,0,-0.383,0,0.924,0,0.786,0
0,0.069,-0.655,-0.207,0.237,0,0.361,0,-0.386,0,0.922,0,0.793,0
0,0.066,-0.665,-0.197,0.235,0,0.363,0,-0.388,0,0.922,0,0.797,0
0,0.063,-0.674,-0.188,0.233,0,0.364,0,-0.389,0,0.921,0,0.799,0
0,0.06,-0.683,-0.18,0.232,0,0.366,0,-0.391,0,0.92,0,0.804,0
0,0.057,-0.693,-0.171,0.23,0,0.367,0,-0.392,0,0.92,0,0.806,0
0,0.054,-0.701,-0.163,0.229,0,0.369,0,-0.394,0,0.919,0,0.81,0
0,0.049,-0.706,-0.158,0.226,0,0.372,0,-0.397,0,0.918,0,0.816,0
0,0.049,-0.718,-0.146,0.226,0,0.372,0,-0.397,0,0.918,0,0.816,0
0,0.046,-0.727,-0.139,0.224,0,0.373,0,-0.398,0,0.917,0,0.819,0
0,0.041,-0.742,-0.124,0.222,0,0.376,0,-0.401,0,0.916,0,0.825,0
0,0.039,-0.75,-0.117,0.22,0,0.377,0,-0.402,0,0.916,0,0.827,0
0,0.037,-0.757,-0.11,0.219,0,0.378,0,-0.403,0,0.915,0,0.83,0
0,0.034,-0.764,-0.103,0.218,0,0.379,0,-0.404,0,0.915,0,0.832,0
0,0.032,-0.77,-0.097,0.216,0,0.381,0,-0.406,0,0.914,0,0.836,0
0,0.028,-0.783,-0.085,0.214,0,0.383,0,-0.408,0,0.913,0,0.841,0
0,0.026,-0.789,-0.079,0.213,0,0.384,0,-0.409,0,0.913,0,0.842,0
0,0.025,-0.795,-0.074,0.212,0,0.384,0,-0.41,0,0.912,0,0.845,0
0,0.021,-0.806,-0.064,0.21,0,0.386,0,-0.412,0,0.911,0,0.849,0
0,0.02,-0.811,-0.059,0.209,0,0.387,0,-0.412,0,0.911,0,0.849,0
0,0.018,-0.816,-0.054,0.208,0,0.388,0,-0.413,0,0.911,0,0.851,0
0,0.017,-0.82,-0.05,0.207,0,0.388,0,-0.414,0,0.91,0,0.854,0
0,0.015,-0.825,-0.046,0.206,0,0.389,0,-0.415,0,0.91,0,0.856,0
0,0.014,-0.829,-0.042,0.205,0,0.39,0,-0.415,0,0.91,0,0.856,0
0,0.013,-0.833,-0.038,0.205,0,0.39,0,-0.416,0,0.909,0,0.858,0
0,0.012,-0.837,-0.035,0.204,0,0.391,0,-0.417,0,0.909,0,0.86,0
0,0.01,-0.84,-0.031,0.203,0,0.391,0,-0.417,0,0.909,0,0.86,0
0,0.009,-0.843,-0.028,0.203,0,0.392,0,-0.418,0,0.909,0,0.862,0
0,0.008,-0.849,-0.022,0.201,0,0.393,0,-0.419,0,0.908,0,0.865,0
0,0.007,-0.852,-0.02,0.201,0,0.393,0,-0.419,0,0.908,0,0.865,0
0,0.006,-0.854,-0.018,0.2,0,0.393,0,-0.42,0,0.908,0,0.866,0
0,0.005,-0.857,-0.015,0.2,0,0.394,0,-0.42,0,0.908,0,0.866,0
0,0.005,-0.859,-0.013,0.199,0,0.394,0,-0.42,0,0.907,0,0.867,0
0,0.004,-0.861,-0.012,0.199,0,0.394,0,-0.421,0,0.907,0,0.869,0
0,0.003,-0.862,-0.01,0.199,0,0.395,0,-0.421,0,0.907,0,0.869,0
0,0.003,-0.864,-0.008,0.198,0,0.395,0,-0.421,0,0.907,0,0.869,0
0,0.002,-0.867,-0.006,0.198,0,0.395,0,-0.422,0,0.907,0,0.871,0
0,0.002,-0.868,-0.005,0.198,0,0.395,0,-0.422,0,0.907,0,0.871,0
0,0.001,-0.869,-0.004,0.197,0,0.395,0,-0.422,0,0.907,0,0.871,0
0,0.001,-0.87,-0.003,0.197,0,0.396,0,-0.422,0,0.906,0,0.872,0
0,0.001,-0.87,-0.002,0.197,0,0.396,0,-0.422,0,0.906,0,0.872,0
0,0.001,-0.871,-0.002,0.197,0,0.396,0,-0.422,0,0.906,0,0.872,0
0,0,-0.872,-0.001,0.197,0,0.396,0,-0.423,0,0.906,0,0.874,0
0,0,-0.872,-0.001,0.197,0,0.396,0,-0.423,0,0.906,0,0.874,0
0,0,-0.872,-0.001,0.197,0,0.396,0,-0.423,0,0.906,0,0.874,0
0,0,-0.873,0,0.197,0,0.396,0,-0.423,0,0.906,0,0.874,0
0,0,-0.873,0,0.197,0,0.396,0,-0.423,0,0.906,0,0.874,0
0,0,-0.873,0,0.197,0,0.396,0,-0.423,0,0.906,0,0.874,0
0,0,-0.873,0,0.197,0,0.396,0,-0.423,0,0.906,0,0.874,0
0,0,-0.873,0,0.197,0,0.396,0,-0.423,0,0.906,0,0.874,0
0,0,-0.873,0,0.197,0,0.396,0,-0.423,0,0.906,0,0.874,0
0,0,-0.873,0,0.197,0,0.396,0,-0.423,0,0.906,0,0.874,0
0,0,-0.873,0,0.197,0,0.396,0,-0.423,0,0.906,0,0.874,0
0,0,-0.873,0,0.197,0,0.396,0,-0.423,0,0.906,0,0.874,0
0,0,-0.873,0,0.197,0,0.396,0,-0.423,0,0.906,0,0.874,0
0.523,0,-0.873,0,0.172,0.092,0.396,0.109,-0.408,0.234,0.875,0,0.873,0.523
0.523,0,-0.873,0,0.172,0.092,0.396,0.109,-0.408,0.234,0.875,0,0.873,0.523
0.523,0,-0.873,0,0.172,0.092,0.396,0.109,-0.408,0.234,0.875,0,0.873,0.523
0.523,0,-0.873,0,0.172,0.092,0.396,0.109,-0.408,0.234,0.875,0,0.873,0.523
0.523,0,-0.873,0,0.172,0.092,0.396,0.109,-0.408,0.234,0.875,0,0.873,0.523
0.523,0,-0.873,0,0.172,0.092,0.396,0.109,-0.408,0.234,0.875,0,0.873,0.523
0.523,0,-0.873,0,0.172,0.092,0.396,0.109,-0.408,0.234,0.875,0,0.873,0.523
0.523,0,-0.872,-0.001,0.172,0.092,0.396,0.109,-0.408,0.234,0.875,0,0.873,0.523
0.523,0,-0.872,-0.001,0.172,0.092,0.396,0.109,-0.408,0.234,0.876,0,0.872,0.522
0.523,0.001,-0.871,-0.002,0.172,0.092,0.396,0.109,-0.408,0.234,0.876,0,0.872,0.522
0.523,0.001,-0.87,-0.002,0.172,0.092,0.396,0.109,-0.408,0.234,0.876,0,0.872,0.522
0.523,0.001,-0.869,-0.004,0.173,0.093,0.395,0.109,-0.408,0.234,0.876,0,0.872,0.522
0.523,0.002,-0.868,-0.005,0.173,0.093,0.395,0.109,-0.408,0.234,0.876,0,0.872,0.522
0.523,0.002,-0.867,-0.006,0.173,0.093,0.395,0.109,-0.407,0.234,0.876,0.001,0.87,0.522
0.523,0.002,-0.865,-0.007,0.173,0.093,0.395,0.109,-0.407,0.234,0.876,0.001,0.87,0.522
0.523,0.003,-0.864,-0.008,0.174,0.093,0.395,0.109,-0.407,0.234,0.876,0.001,0.87,0.522
0.523,0.004,-0.861,-0.012,0.174,0.093,0.394,0.109,-0.406,0.235,0.876,0,0.868,0.524
0.523,0.004,-0.861,-0.012,0.174,0.093,0.394,0.109,-0.406,0.235,0.876,0,0.868,0.524
0.523,0.005,-0.857,-0.015,0.175,0.094,0.394,0.109,-0.406,0.235,0.877,0.001,0.867,0.523
0.523,0.006,-0.854,-0.018,0.175,0.094,0.393,0.108,-0.405,0.235,0.877,0.001,0.865,0.524
0.523,0.007,-0.852,-0.02,0.176,0.094,0.393,0.108,-0.405,0.235,0.877,0.001,0.865,0.524
0.523,0.008,-0.849,-0.022,0.176,0.095,0.393,0.108,-0.405,0.235,0.877,0.001,0.865,0.524
0.523,0.008,-0.846,-0.025,0.177,0.095,0.392,0.108,-0.404,0.235,0.877,0.001,0.863,0.524
0.523,0.009,-0.843,-0.028,0.177,0.095,0.392,0.108,-0.404,0.235,0.878,0,0.862,0.523
0.523,0.01,-0.84,-0.031,0.178,0.095,0.391,0.108,-0.403,0.235,0.878,0,0.861,0.523
0.523,0.013,-0.833,-0.038,0.179,0.096,0.39,0.108,-0.402,0.235,0.878,0.001,0.859,0.523
0.523,0.014,-0.829,-0.042,0.18,0.097,0.39,0.107,-0.401,0.235,0.879,0.001,0.856,0.523
0.523,0.015,-0.825,-0.046,0.18,0.097,0.389,0.107,-0.401,0.235,0.879,0.001,0.856,0.523
0.523,0.017,-0.82,-0.05,0.181,0.097,0.388,0.107,-0.4,0.235,0.879,0,0.854,0.522
0.523,0.02,-0.811,-0.059,0.183,0.098,0.387,0.107,-0.398,0.236,0.88,0.001,0.85,0.524
0.523,0.021,-0.806,-0.064,0.183,0.099,0.386,0.106,-0.398,0.236,0.88,0.002,0.849,0.525
0.523,0.023,-0.801,-0.069,0.184,0.099,0.385,0.106,-0.397,0.236,0.881,0.001,0.847,0.524
0.523,0.025,-0.795,-0.074,0.185,0.1,0.384,0.106,-0.396,0.236,0.881,0,0.845,0.524
0.523,0.026,-0.789,-0.079,0.186,0.1,0.384,0.106,-0.395,0.236,0.882,0.001,0.842,0.523
0.523,0.03,-0.777,-0.091,0.188,0.101,0.382,0.105,-0.393,0.236,0.883,0,0.837,0.522
0.523,0.032,-0.77,-0.097,0.189,0.102,0.381,0.105,-0.392,0.236,0.883,0.001,0.836,0.522
0.523,0.034,-0.764,-0.103,0.19,0.103,0.379,0.105,-0.391,0.236,0.883,0.001,0.834,0.522
0.523,0.037,-0.757,-0.11,0.191,0.103,0.378,0.104,-0.39,0.237,0.884,0.001,0.831,0.525
0.523,0.041,-0.742,-0.124,0.194,0.105,0.376,0.104,-0.387,0.237,0.885,0.001,0.825,0.523
0.523,0.044,-0.734,-0.131,0.195,0.105,0.375,0.103,-0.386,0.237,0.886,0.001,0.822,0.523
0.523,0.046,-0.727,-0.139,0.196,0.106,0.373,0.103,-0.385,0.237,0.886,0,0.82,0.523
0.523,0.049,-0.718,-0.146,0.197,0.107,0.372,0.103,-0.383,0.237,0.887,0.002,0.816,0.521
0.523,0.051,-0.71,-0.154,0.198,0.107,0.37,0.102,-0.382,0.237,0.887,0,0.813,0.522
0.523,0.054,-0.701,-0.163,0.2,0.108,0.369,0.102,-0.381,0.238,0.888,0,0.811,0.524
0.523,0.057,-0.693,-0.171,0.201,0.109,0.367,0.101,-0.379,0.238,0.889,0.001,0.806,0.524
0.523,0.06,-0.683,-0.176,0.202,0.11,0.366,0.101,-0.378,0.238,0.889,0.001,0.804,0.523
0.523,0.063,-0.674,-0.188,0.204,0.111,0.364,0.101,-0.376,0.238,0.89,0.001,0.8,0.522
0.523,0.069,-0.655,-0.207,0.207,0.112,0.361,0.1,-0.373,0.238,0.891,0.001,0.793,0.522
0.523,0.072,-0.645,-0.216,0.208,0.113,0.359,0.099,-0.371,0.239,0.892,0.001,0.788,0.524
0.523,0.075,-0.635,-0.226,0.209,0.114,0.357,0.099,-0.37,0.239,0.893,0,0.786,0.523
0.523,0.079,-0.624,-0.236,0.211,0.115,0.355,0.098,-0.368,0.239,0.893,0.001,0.782,0.524
0.523,0.082,-0.613,-0.246,0.212,0.115,0.353,0.098,-0.366,0.239,0.894,0,0.777,0.522
0.523,0.085,-0.603,-0.256,0.214,0.116,0.351,0.097,-0.364,0.239,0.895,0.001,0.772,0.522
0.523,0.085,-0.603,-0.256,0.215,0.117,0.349,0.097,-0.362,0.24,0.895,0,0.769,0.524
0.523,0.092,-0.58,-0.271,0.217,0.118,0.347,0.097,-0.361,0.24,0.896,0.001,0.766,0.523
0.523,0.096,-0.569,-0.288,0.218,0.119,0.345,0.096,-0.359,0.24,0.897,0,0.761,0.523
0.523,0.1,-0.557,-0.299,0.219,0.12,0.343,0.095,-0.357,0.24,0.898,0.001,0.757,0.523
0.523,0.103,-0.545,-0.31,0.221,0.12,0.34,0.095,-0.355,0.24,0.898,0,0.753,0.522
0.523,0.111,-0.521,-0.333,0.222,0.121,0.338,0.094,-0.353,0.241,0.899,0.002,0.748,0.524
0.523,0.115,-0.508,-0.345,0.225,0.123,0.333,0.093,-0.349,0.241,0.901,0.001,0.739,0.523
0.523,0.119,-0.496,-0.357,0.227,0.124,0.331,0.093,-0.347,0.241,0.902,0.001,0.735,0.522
0.523,0.123,-0.483,-0.369,0.228,0.125,0.328,0.092,-0.345,0.242,0.902,0.001,0.73,0.525
0.523,0.127,-0.47,-0.381,0.23,0.125,0.326,0.092,-0.342,0.242,0.903,0.001,0.724,0.523
0.523,0.131,-0.457,-0.394,0.231,0.126,0.323,0.091,-0.34,0.242,0.904,0,0.719,0.523
0.523,0.135,-0.444,-0.406,0.232,0.127,0.32,0.09,-0.338,0.242,0.905,0.001,0.715,0.523
0.523,0.14,-0.43,-0.419,0.234,0.128,0.318,0.09,-0.336,0.242,0.906,0.001,0.71,0.522
0.523,0.144,-0.417,-0.432,0.235,0.129,0.315,0.089,-0.333,0.243,0.907,0.001,0.704,0.524
0.523,0.153,-0.407,-0.442,0.238,0.13,0.309,0.088,-0.329,0.243,0.908,0,0.695,0.523
0.523,0.157,-0.375,-0.471,0.239,0.131,0.306,0.087,-0.326,0.243,0.909,0,0.689,0.523
0.523,0.162,-0.361,-0.485,0.24,0.132,0.303,0.087,-0.324,0.244,0.91,0,0.684,0.524
0.523,0.166,-0.347,-0.498,0.241,0.132,0.3,0.086,-0.322,0.244,0.911,0.001,0.679,0.524
0.523,0.171,-0.332,-0.512,0.243,0.133,0.297,0.085,-0.319,0.244,0.912,0.001,0.673,0.523
0.523,0.175,-0.318,-0.526,0.244,0.134,0.294,0.085,-0.317,0.244,0.913,0.001,0.669,0.522
0.523,0.18,-0.303,-0.54,0.245,0.134,0.291,0.084,-0.314,0.244,0.913,0,0.663,0.522
0.523,0.184,-0.288,-0.553,0.246,0.135,0.288,0.083,-0.312,0.245,0.914,0.001,0.658,0.524
0.523,0.194,-0.274,-0.568,0.247,0.136,0.285,0.083,-0.309,0.245,0.915,0.001,0.651,0.523
0.523,0.198,-0.244,-0.596,0.249,0.137,0.278,0.081,-0.304,0.245,0.917,0.001,0.64,0.522
0.523,0.203,-0.229,-0.61,0.25,0.137,0.275,0.081,-0.302,0.246,0.918,0,0.636,0.524
0.523,0.208,-0.214,-0.624,0.251,0.138,0.272,0.08,-0.299,0.246,0.918,0,0.63,0.524
0.523,0.213,-0.198,-0.639,0.252,0.138,0.268,0.079,-0.297,0.246,0.919,0.001,0.625,0.523
0.523,0.218,-0.183,-0.653,0.253,0.139,0.265,0.079,-0.294,0.246,0.92,0.001,0.619,0.522
